"No.","Time","Source","Destination","Protocol","Length","Info","capture"
"2277","7.838805","1.2.0","host","USB","29","URB_CONTROL in",""
"2278","7.841788","1.2.0","host","USB","47","URB_CONTROL in",""
"2323","7.929621","host","1.2.0","USB","36","URB_CONTROL in",""
"2324","7.929651","host","1.2.0","USB","36","URB_CONTROL in",""
"2325","7.930789","1.2.0","host","USB","29","URB_CONTROL in",""
"2326","7.933786","1.2.0","host","USB","47","URB_CONTROL in",""
"2351","8.025443","host","1.2.0","USB","36","URB_CONTROL in",""
"2352","8.025482","host","1.2.0","USB","36","URB_CONTROL in",""
"2353","8.026805","1.2.0","host","USB","29","URB_CONTROL in",""
"2354","8.029798","1.2.0","host","USB","47","URB_CONTROL in",""
"2379","8.120567","host","1.2.0","USB","36","URB_CONTROL in",""
"2380","8.120600","host","1.2.0","USB","36","URB_CONTROL in",""
"2381","8.121795","1.2.0","host","USB","29","URB_CONTROL in",""
"2382","8.124795","1.2.0","host","USB","47","URB_CONTROL in",""
"2405","8.213832","host","1.2.0","USB","36","URB_CONTROL in",""
"2406","8.213880","host","1.2.0","USB","36","URB_CONTROL in",""
"2409","8.215802","1.2.0","host","USB","29","URB_CONTROL in",""
"2410","8.218798","1.2.0","host","USB","47","URB_CONTROL in",""
"2435","8.309749","host","1.2.0","USB","36","URB_CONTROL in",""
"2436","8.309781","host","1.2.0","USB","36","URB_CONTROL in",""
"2437","8.311809","1.2.0","host","USB","29","URB_CONTROL in",""
"2438","8.314802","1.2.0","host","USB","47","URB_CONTROL in",""
"2463","8.402961","host","1.2.0","USB","36","URB_CONTROL in",""
"2464","8.402989","host","1.2.0","USB","36","URB_CONTROL in",""
"2465","8.404823","1.2.0","host","USB","29","URB_CONTROL in",""
"2466","8.407804","1.2.0","host","USB","47","URB_CONTROL in",""
"2473","8.495959","host","1.2.0","USB","36","URB_CONTROL in",""
"2474","8.496009","host","1.2.0","USB","36","URB_CONTROL in",""
"2475","8.497820","1.2.0","host","USB","29","URB_CONTROL in",""
"2476","8.500816","1.2.0","host","USB","47","URB_CONTROL in",""
"2495","8.591039","host","1.2.0","USB","36","URB_CONTROL in",""
"2496","8.591095","host","1.2.0","USB","36","URB_CONTROL in",""
"2497","8.592821","1.2.0","host","USB","29","URB_CONTROL in",""
"2500","8.595827","1.2.0","host","USB","47","URB_CONTROL in",""
"2523","8.685018","host","1.2.0","USB","36","URB_CONTROL in",""
"2524","8.685053","host","1.2.0","USB","36","URB_CONTROL in",""
"2525","8.686825","1.2.0","host","USB","29","URB_CONTROL in",""
"2528","8.689819","1.2.0","host","USB","47","URB_CONTROL in",""
"2533","8.778396","host","1.2.0","USB","36","URB_CONTROL in",""
"2534","8.778474","host","1.2.0","USB","36","URB_CONTROL in",""
"2535","8.779836","1.2.0","host","USB","29","URB_CONTROL in",""
"2536","8.782833","1.2.0","host","USB","47","URB_CONTROL in",""
"2537","8.872637","host","1.2.0","USB","36","URB_CONTROL in",""
"2538","8.872716","host","1.2.0","USB","36","URB_CONTROL in",""
"2539","8.873842","1.2.0","host","USB","29","URB_CONTROL in",""
"2540","8.876827","1.2.0","host","USB","47","URB_CONTROL in",""
"2563","8.968294","host","1.2.0","USB","36","URB_CONTROL in",""
"2564","8.968354","host","1.2.0","USB","36","URB_CONTROL in",""
"2565","8.969840","1.2.0","host","USB","29","URB_CONTROL in",""
"2566","8.972828","1.2.0","host","USB","47","URB_CONTROL in",""
"2569","9.062935","host","1.2.0","USB","36","URB_CONTROL in",""
"2570","9.063022","host","1.2.0","USB","36","URB_CONTROL in",""
"2571","9.064843","1.2.0","host","USB","29","URB_CONTROL in",""
"2572","9.067829","1.2.0","host","USB","47","URB_CONTROL in",""
"2593","9.156754","host","1.2.0","USB","36","URB_CONTROL in",""
"2594","9.156814","host","1.2.0","USB","36","URB_CONTROL in",""
"2595","9.158841","1.2.0","host","USB","29","URB_CONTROL in",""
"2598","9.161837","1.2.0","host","USB","47","URB_CONTROL in",""
"2621","9.251910","host","1.2.0","USB","36","URB_CONTROL in",""
"2622","9.251956","host","1.2.0","USB","36","URB_CONTROL in",""
"2623","9.253867","1.2.0","host","USB","29","URB_CONTROL in",""
"2626","9.256837","1.2.0","host","USB","47","URB_CONTROL in",""
"2647","9.345879","host","1.2.0","USB","36","URB_CONTROL in",""
"2648","9.345918","host","1.2.0","USB","36","URB_CONTROL in",""
"2649","9.347859","1.2.0","host","USB","29","URB_CONTROL in",""
"2650","9.350869","1.2.0","host","USB","47","URB_CONTROL in",""
"2667","9.439789","host","1.2.0","USB","36","URB_CONTROL in",""
"2668","9.439899","host","1.2.0","USB","36","URB_CONTROL in",""
"2669","9.441870","1.2.0","host","USB","29","URB_CONTROL in",""
"2670","9.444843","1.2.0","host","USB","47","URB_CONTROL in",""
"2675","9.482893","host","1.2.0","USB","36","URB_CONTROL out",""
"2676","9.483841","1.2.0","host","USB","28","URB_CONTROL out",""
"2677","9.483883","host","1.2.0","USB","36","URB_CONTROL in",""
"2678","9.483906","host","1.2.0","USB","36","URB_CONTROL in",""
"2679","9.483934","host","1.2.1","USB","39","URB_BULK out","7bff000000000f01000074ff"
"2680","9.483988","1.2.1","host","USB","27","URB_BULK out",""
"2681","9.484024","host","1.2.0","USB","36","URB_CONTROL in",""
"2682","9.486838","host","1.2.0","USB","36","URB_CONTROL in",""
"2683","9.486847","1.2.0","host","USB","47","URB_CONTROL in",""
"2684","9.489844","1.2.0","host","USB","47","URB_CONTROL in",""
"2685","9.492841","1.2.0","host","USB","47","URB_CONTROL in",""
"2688","9.495844","1.2.0","host","USB","47","URB_CONTROL in",""
"2689","9.499175","1.2.1","host","USB","28","URB_BULK in","7a"
"2690","9.499208","host","1.2.1","USB","27","URB_BULK in",""
"2691","9.500211","1.2.1","host","USB","28","URB_BULK in","ff"
"2692","9.500230","host","1.2.1","USB","27","URB_BULK in",""
"2695","9.501255","1.2.1","host","USB","28","URB_BULK in","00"
"2696","9.501285","host","1.2.1","USB","27","URB_BULK in",""
"2697","9.502295","1.2.1","host","USB","28","URB_BULK in","80"
"2698","9.502327","host","1.2.1","USB","27","URB_BULK in",""
"2699","9.502833","host","1.2.0","USB","36","URB_CONTROL in",""
"2700","9.503325","1.2.1","host","USB","28","URB_BULK in","00"
"2701","9.503350","host","1.2.1","USB","27","URB_BULK in",""
"2702","9.504371","1.2.1","host","USB","28","URB_BULK in","00"
"2703","9.504414","host","1.2.1","USB","27","URB_BULK in",""
"2704","9.504846","1.2.0","host","USB","47","URB_CONTROL in",""
"2705","9.505405","1.2.1","host","USB","28","URB_BULK in","0f"
"2706","9.505432","host","1.2.1","USB","27","URB_BULK in",""
"2707","9.506439","1.2.1","host","USB","28","URB_BULK in","01"
"2708","9.506467","host","1.2.1","USB","27","URB_BULK in",""
"2709","9.507478","1.2.1","host","USB","28","URB_BULK in","00"
"2710","9.507496","host","1.2.1","USB","27","URB_BULK in",""
"2711","9.508518","1.2.1","host","USB","28","URB_BULK in","00"
"2712","9.508545","host","1.2.1","USB","27","URB_BULK in",""
"2715","9.509561","1.2.1","host","USB","28","URB_BULK in","75"
"2716","9.509592","host","1.2.1","USB","27","URB_BULK in",""
"2717","9.510592","1.2.1","host","USB","28","URB_BULK in","7f"
"2718","9.510620","host","1.2.1","USB","27","URB_BULK in",""
"2723","9.533695","host","1.2.0","USB","36","URB_CONTROL in",""
"2724","9.533757","host","1.2.0","USB","36","URB_CONTROL in",""
"2725","9.535882","1.2.0","host","USB","29","URB_CONTROL in",""
"2726","9.538855","1.2.0","host","USB","47","URB_CONTROL in",""
"2745","9.626932","host","1.2.0","USB","36","URB_CONTROL in",""
"2746","9.627017","host","1.2.0","USB","36","URB_CONTROL in",""
"2747","9.628864","1.2.0","host","USB","29","URB_CONTROL in",""
"2750","9.631851","1.2.0","host","USB","47","URB_CONTROL in",""
"2755","9.719982","host","1.2.0","USB","36","URB_CONTROL in",""
"2756","9.720035","host","1.2.0","USB","36","URB_CONTROL in",""
"2757","9.721879","1.2.0","host","USB","29","URB_CONTROL in",""
"2758","9.724878","1.2.0","host","USB","47","URB_CONTROL in",""
"2767","9.813361","host","1.2.0","USB","36","URB_CONTROL in",""
"2768","9.813411","host","1.2.0","USB","36","URB_CONTROL in",""
"2769","9.814878","1.2.0","host","USB","29","URB_CONTROL in",""
"2770","9.817854","1.2.0","host","USB","47","URB_CONTROL in",""
"2795","9.907226","host","1.2.0","USB","36","URB_CONTROL in",""
"2796","9.907262","host","1.2.0","USB","36","URB_CONTROL in",""
"2797","9.908861","1.2.0","host","USB","29","URB_CONTROL in",""
"2798","9.911869","1.2.0","host","USB","47","URB_CONTROL in",""
"2841","10.002116","host","1.2.0","USB","36","URB_CONTROL in",""
"2842","10.002157","host","1.2.0","USB","36","URB_CONTROL in",""
"2845","10.003872","1.2.0","host","USB","29","URB_CONTROL in",""
"2846","10.006871","1.2.0","host","USB","47","URB_CONTROL in",""
"2871","10.095652","host","1.2.0","USB","36","URB_CONTROL in",""
"2872","10.095691","host","1.2.0","USB","36","URB_CONTROL in",""
"2873","10.096877","1.2.0","host","USB","29","URB_CONTROL in",""
"2874","10.099866","1.2.0","host","USB","47","URB_CONTROL in",""
"3169","10.190777","host","1.2.0","USB","36","URB_CONTROL in",""
"3170","10.190883","host","1.2.0","USB","36","URB_CONTROL in",""
"3171","10.192882","1.2.0","host","USB","29","URB_CONTROL in",""
"3172","10.195871","1.2.0","host","USB","47","URB_CONTROL in",""
"3173","10.284892","host","1.2.0","USB","36","URB_CONTROL in",""
"3174","10.284972","host","1.2.0","USB","36","URB_CONTROL in",""
"3175","10.286891","1.2.0","host","USB","29","URB_CONTROL in",""
"3178","10.289905","1.2.0","host","USB","47","URB_CONTROL in",""
"3181","10.380093","host","1.2.0","USB","36","URB_CONTROL in",""
"3182","10.380142","host","1.2.0","USB","36","URB_CONTROL in",""
"3183","10.381881","1.2.0","host","USB","29","URB_CONTROL in",""
"3184","10.384886","1.2.0","host","USB","47","URB_CONTROL in",""
"3187","10.475691","host","1.2.0","USB","36","URB_CONTROL in",""
"3188","10.475771","host","1.2.0","USB","36","URB_CONTROL in",""
"3189","10.476896","1.2.0","host","USB","29","URB_CONTROL in",""
"3190","10.479880","1.2.0","host","USB","47","URB_CONTROL in",""
"3193","10.519989","host","1.2.0","USB","36","URB_CONTROL out",""
"3194","10.520895","1.2.0","host","USB","28","URB_CONTROL out",""
"3195","10.520943","host","1.2.0","USB","36","URB_CONTROL in",""
"3196","10.520967","host","1.2.0","USB","36","URB_CONTROL in",""
"3197","10.520997","host","1.2.1","USB","39","URB_BULK out","7bff20000600100100004dff"
"3198","10.521053","1.2.1","host","USB","27","URB_BULK out",""
"3199","10.521081","host","1.2.0","USB","36","URB_CONTROL in",""
"3200","10.521098","host","1.2.0","USB","36","URB_CONTROL in",""
"3201","10.521121","host","1.2.1","USB","31","URB_BULK out","01000c00"
"3202","10.521160","1.2.1","host","USB","27","URB_BULK out",""
"3203","10.521185","host","1.2.0","USB","36","URB_CONTROL in",""
"3204","10.521203","host","1.2.0","USB","36","URB_CONTROL in",""
"3205","10.521229","host","1.2.1","USB","29","URB_BULK out","f2ff"
"3206","10.521261","1.2.1","host","USB","27","URB_BULK out",""
"3207","10.521281","host","1.2.0","USB","36","URB_CONTROL in",""
"3208","10.522928","host","1.2.0","USB","36","URB_CONTROL in",""
"3209","10.523894","1.2.0","host","USB","47","URB_CONTROL in",""
"3210","10.526890","1.2.0","host","USB","47","URB_CONTROL in",""
"3211","10.529880","1.2.0","host","USB","47","URB_CONTROL in",""
"3212","10.532883","1.2.0","host","USB","47","URB_CONTROL in",""
"3213","10.535880","1.2.0","host","USB","47","URB_CONTROL in",""
"3214","10.538883","1.2.0","host","USB","47","URB_CONTROL in",""
"3215","10.541885","1.2.0","host","USB","47","URB_CONTROL in",""
"3216","10.543082","1.2.1","host","USB","28","URB_BULK in","7a"
"3217","10.543108","host","1.2.1","USB","27","URB_BULK in",""
"3218","10.544124","1.2.1","host","USB","28","URB_BULK in","ff"
"3219","10.544131","host","1.2.1","USB","27","URB_BULK in",""
"3220","10.544883","1.2.0","host","USB","47","URB_CONTROL in",""
"3221","10.545148","1.2.1","host","USB","28","URB_BULK in","20"
"3222","10.545155","host","1.2.1","USB","27","URB_BULK in",""
"3223","10.546188","1.2.1","host","USB","28","URB_BULK in","80"
"3224","10.546194","host","1.2.1","USB","27","URB_BULK in",""
"3225","10.547227","1.2.1","host","USB","28","URB_BULK in","1e"
"3226","10.547233","host","1.2.1","USB","27","URB_BULK in",""
"3227","10.548264","1.2.1","host","USB","28","URB_BULK in","00"
"3228","10.548271","host","1.2.1","USB","27","URB_BULK in",""
"3229","10.549308","1.2.1","host","USB","28","URB_BULK in","10"
"3230","10.549316","host","1.2.1","USB","27","URB_BULK in",""
"3231","10.550341","1.2.1","host","USB","28","URB_BULK in","01"
"3232","10.550346","host","1.2.1","USB","27","URB_BULK in",""
"3233","10.551372","1.2.1","host","USB","28","URB_BULK in","00"
"3234","10.551378","host","1.2.1","USB","27","URB_BULK in",""
"3235","10.552414","1.2.1","host","USB","28","URB_BULK in","00"
"3236","10.552420","host","1.2.1","USB","27","URB_BULK in",""
"3237","10.553448","1.2.1","host","USB","28","URB_BULK in","36"
"3238","10.553454","host","1.2.1","USB","27","URB_BULK in",""
"3239","10.554497","1.2.1","host","USB","28","URB_BULK in","7f"
"3240","10.554502","host","1.2.1","USB","27","URB_BULK in",""
"3241","10.555534","1.2.1","host","USB","28","URB_BULK in","01"
"3242","10.555544","host","1.2.1","USB","27","URB_BULK in",""
"3243","10.556568","1.2.1","host","USB","28","URB_BULK in","00"
"3244","10.556578","host","1.2.1","USB","27","URB_BULK in",""
"3245","10.557600","1.2.1","host","USB","28","URB_BULK in","00"
"3246","10.557606","host","1.2.1","USB","27","URB_BULK in",""
"3247","10.558639","1.2.1","host","USB","28","URB_BULK in","00"
"3248","10.558645","host","1.2.1","USB","27","URB_BULK in",""
"3249","10.559689","1.2.1","host","USB","28","URB_BULK in","14"
"3250","10.559700","host","1.2.1","USB","27","URB_BULK in",""
"3251","10.560718","1.2.1","host","USB","28","URB_BULK in","00"
"3252","10.560723","host","1.2.1","USB","27","URB_BULK in",""
"3253","10.561756","1.2.1","host","USB","28","URB_BULK in","00"
"3254","10.561762","host","1.2.1","USB","27","URB_BULK in",""
"3255","10.562790","1.2.1","host","USB","28","URB_BULK in","00"
"3256","10.562797","host","1.2.1","USB","27","URB_BULK in",""
"3257","10.563871","1.2.1","host","USB","28","URB_BULK in","11"
"3258","10.563877","host","1.2.1","USB","27","URB_BULK in",""
"3259","10.564871","1.2.1","host","USB","28","URB_BULK in","a4"
"3260","10.564877","host","1.2.1","USB","27","URB_BULK in",""
"3261","10.565906","1.2.1","host","USB","28","URB_BULK in","00"
"3262","10.565913","host","1.2.1","USB","27","URB_BULK in",""
"3263","10.566947","1.2.1","host","USB","28","URB_BULK in","00"
"3264","10.566953","host","1.2.1","USB","27","URB_BULK in",""
"3265","10.567996","1.2.1","host","USB","28","URB_BULK in","98"
"3266","10.568001","host","1.2.1","USB","27","URB_BULK in",""
"3267","10.569015","1.2.1","host","USB","28","URB_BULK in","20"
"3268","10.569020","host","1.2.1","USB","27","URB_BULK in",""
"3269","10.570057","1.2.1","host","USB","28","URB_BULK in","00"
"3270","10.570062","host","1.2.1","USB","27","URB_BULK in",""
"3271","10.571082","host","1.2.0","USB","36","URB_CONTROL in",""
"3272","10.571084","1.2.1","host","USB","28","URB_BULK in","00"
"3273","10.571090","host","1.2.1","USB","27","URB_BULK in",""
"3274","10.571096","host","1.2.0","USB","36","URB_CONTROL in",""
"3275","10.572109","host","1.2.0","USB","36","URB_CONTROL in",""
"3276","10.572133","1.2.1","host","USB","28","URB_BULK in","14"
"3277","10.572144","host","1.2.1","USB","27","URB_BULK in",""
"3278","10.572171","host","1.2.0","USB","36","URB_CONTROL in",""
"3279","10.572191","host","1.2.0","USB","36","URB_CONTROL in",""
"3280","10.572884","1.2.0","host","USB","29","URB_CONTROL in",""
"3281","10.573167","1.2.1","host","USB","28","URB_BULK in","00"
"3282","10.573174","host","1.2.1","USB","27","URB_BULK in",""
"3283","10.574093","host","1.2.0","USB","36","URB_CONTROL in",""
"3284","10.574119","host","1.2.0","USB","36","URB_CONTROL in",""
"3285","10.574209","1.2.1","host","USB","28","URB_BULK in","06"
"3286","10.574215","host","1.2.1","USB","27","URB_BULK in",""
"3287","10.575248","1.2.1","host","USB","28","URB_BULK in","12"
"3288","10.575255","host","1.2.1","USB","27","URB_BULK in",""
"3289","10.575881","1.2.0","host","USB","47","URB_CONTROL in",""
"3290","10.576286","1.2.1","host","USB","28","URB_BULK in","01"
"3291","10.576296","host","1.2.1","USB","27","URB_BULK in",""
"3292","10.577319","1.2.1","host","USB","28","URB_BULK in","08"
"3293","10.577328","host","1.2.1","USB","27","URB_BULK in",""
"3294","10.578363","1.2.1","host","USB","28","URB_BULK in","48"
"3295","10.578368","host","1.2.1","USB","27","URB_BULK in",""
"3296","10.578881","1.2.0","host","USB","47","URB_CONTROL in",""
"3297","10.579403","1.2.1","host","USB","28","URB_BULK in","03"
"3298","10.579409","host","1.2.1","USB","27","URB_BULK in",""
"3299","10.580428","1.2.1","host","USB","28","URB_BULK in","08"
"3300","10.580433","host","1.2.1","USB","27","URB_BULK in",""
"3301","10.581467","1.2.1","host","USB","28","URB_BULK in","00"
"3302","10.581473","host","1.2.1","USB","27","URB_BULK in",""
"3303","10.581881","1.2.0","host","USB","47","URB_CONTROL in",""
"3304","10.582507","1.2.1","host","USB","28","URB_BULK in","00"
"3305","10.582513","host","1.2.1","USB","27","URB_BULK in",""
"3306","10.583541","1.2.1","host","USB","28","URB_BULK in","00"
"3307","10.583547","host","1.2.1","USB","27","URB_BULK in",""
"3308","10.584584","1.2.1","host","USB","28","URB_BULK in","d6"
"3309","10.584589","host","1.2.1","USB","27","URB_BULK in",""
"3310","10.584881","1.2.0","host","USB","47","URB_CONTROL in",""
"3311","10.585624","1.2.1","host","USB","28","URB_BULK in","1d"
"3312","10.585629","host","1.2.1","USB","27","URB_BULK in",""
"3313","10.587892","1.2.0","host","USB","47","URB_CONTROL in",""
"3314","10.590893","1.2.0","host","USB","47","URB_CONTROL in",""
"3317","10.637213","host","1.2.0","USB","36","URB_CONTROL out",""
"3318","10.637882","1.2.0","host","USB","28","URB_CONTROL out",""
"3319","10.637907","host","1.2.0","USB","36","URB_CONTROL in",""
"3320","10.637927","host","1.2.0","USB","36","URB_CONTROL in",""
"3321","10.637950","host","1.2.1","USB","39","URB_BULK out","7bff200010001101000042ff"
"3322","10.638011","1.2.1","host","USB","27","URB_BULK out",""
"3323","10.638036","host","1.2.0","USB","36","URB_CONTROL in",""
"3324","10.638054","host","1.2.0","USB","36","URB_CONTROL in",""
"3325","10.638072","host","1.2.1","USB","41","URB_BULK out","02080e0005000000021e00000000"
"3326","10.638131","1.2.1","host","USB","27","URB_BULK out",""
"3327","10.638163","host","1.2.0","USB","36","URB_CONTROL in",""
"3328","10.638180","host","1.2.0","USB","36","URB_CONTROL in",""
"3329","10.638194","host","1.2.1","USB","29","URB_BULK out","e8d9"
"3330","10.638235","1.2.1","host","USB","27","URB_BULK out",""
"3331","10.638288","host","1.2.0","USB","36","URB_CONTROL in",""
